city,state_name,county_name,lat,lng,id
Hamilton,Montana,Ravalli,46.2527,-114.1598,1840019896
Vinton,Iowa,Benton,42.1631,-92.026,1840000470
Willits,California,Mendocino,39.4047,-123.3494,1840021421
West Sayville,New York,Suffolk,40.7295,-73.1051,1840005112
Skyline View,Pennsylvania,Dauphin,40.3376,-76.7256,1840035197
Franklin,New Jersey,Sussex,41.1101,-74.5886,1840003480
Gibraltar,Michigan,Wayne,42.096,-83.2029,1840003975
Massac,Kentucky,McCracken,37.0335,-88.6858,1840013263
Kenmar,Pennsylvania,Lycoming,41.2547,-76.955,1840035287
Sparks,Texas,El Paso,31.6727,-106.2399,1840037097
Batesburg-Leesville,South Carolina,Lexington,33.9126,-81.5313,1840003900
Lindstrom,Minnesota,Chisago,45.387,-92.8477,1840008892
Omak,Washington,Okanogan,48.4229,-119.5159,1840019761
Port Allen,Louisiana,West Baton Rouge,30.4456,-91.2098,1840015026
Medical Lake,Washington,Spokane,47.5712,-117.6893,1840019804
Rocky Mount,Virginia,Franklin,37.0045,-79.8854,1840006479
Herculaneum,Missouri,Jefferson,38.2579,-90.3948,1840007507
Rio Communities,New Mexico,Valencia,34.6459,-106.7164,1840033728
Granite Falls,North Carolina,Caldwell,35.797,-81.4237,1840016189
Barling,Arkansas,Sebastian,35.3284,-94.2791,1840013455
Nashville,Georgia,Berrien,31.2048,-83.2478,1840014964
Progreso,Texas,Hidalgo,26.0962,-97.9566,1840021031
Edwardsville,Pennsylvania,Luzerne,41.2613,-75.9071,1840000748
Demarest,New Jersey,Bergen,40.955,-73.9568,1840003540
Sparta,Tennessee,White,35.9347,-85.4726,1840015354
Elko New Market,Minnesota,Scott,44.5665,-93.338,1840007863
Shenandoah,Iowa,Page,40.7582,-95.372,1840009387
Winchester,Indiana,Randolph,40.1719,-84.9764,1840014526
Tara Hills,California,Contra Costa,37.9939,-122.3188,1840028315
Royersford,Pennsylvania,Montgomery,40.1862,-75.5382,1840001376
Wauchula,Florida,Hardee,27.5469,-81.8102,1840015987
Valparaiso,Florida,Okaloosa,30.4926,-86.5079,1840015903
Aberdeen,Mississippi,Monroe,33.8287,-88.5539,1840013685
Luverne,Minnesota,Rock,43.6531,-96.2148,1840008995
Wrightwood,California,San Bernardino,34.3495,-117.63,1840019116
South Sarasota,Florida,Sarasota,27.2857,-82.5332,1840029081
North Manchester,Indiana,Wabash,41.0044,-85.7751,1840009360
Minot AFB,North Dakota,Ward,48.4209,-101.3381,1840073766
Fellsmere,Florida,Indian River,27.7241,-80.5974,1840014165
Hillandale,Maryland,Montgomery,39.0249,-76.9737,1840005841
Sulphur,Oklahoma,Murray,34.4979,-96.9898,1840021891
University,Mississippi,Lafayette,34.3655,-89.5379,1840032487
Harlan,Iowa,Shelby,41.6495,-95.3268,1840000530
Twin Lakes,California,Santa Cruz,36.9646,-121.9896,1840028200
Goshen,California,Tulare,36.3493,-119.4206,1840017693
Golden Triangle,New Jersey,Camden,39.9288,-75.0398,1840033471
Westmont,Pennsylvania,Cambria,40.3194,-78.9525,1840001128
Daleville,Alabama,Dale,31.2915,-85.7117,1840014955
Farmers Loop,Alaska,Fairbanks North Star,64.9061,-147.6957,1840075181
Flemington,New Jersey,Hunterdon,40.5087,-74.8599,1840003605
Reidland,Kentucky,McCracken,37.0085,-88.5261,1840013264
Hinton,Oklahoma,Caddo,35.4895,-98.3575,1840021768
Wahoo,Nebraska,Saunders,41.2166,-96.6172,1840003455
Chula Vista,Texas,Maverick,28.6573,-100.422,1840073267
Harrington Park,New Jersey,Bergen,40.9899,-73.9804,1840003557
Kimberly,Idaho,Twin Falls,42.5342,-114.3699,1840020084
Needles,California,San Bernardino,34.8164,-114.6189,1840020409
Hawthorne,New York,Westchester,41.1035,-73.7968,1840004922
Baldwin City,Kansas,Douglas,38.7782,-95.188,1840007415
Eagleville,Pennsylvania,Montgomery,40.1599,-75.4089,1840034937
Denton,Maryland,Caroline,38.877,-75.8264,1840005932
Carmi,Illinois,White,38.0861,-88.1722,1840007525
Zapata,Texas,Zapata,26.9026,-99.2612,1840019723
Estacada,Oregon,Clackamas,45.2986,-122.3337,1840019948
New Castle,Colorado,Garfield,39.5776,-107.5267,1840022429
Paulden,Arizona,Yavapai,34.8897,-112.4937,1840019162
East Merrimack,New Hampshire,Hillsborough,42.8692,-71.4819,1840033211
Raynham Center,Massachusetts,Bristol,41.9327,-71.0431,1840004735
Lawnton,Pennsylvania,Dauphin,40.2653,-76.7984,1840035053
Keyser,West Virginia,Mineral,39.4394,-78.9821,1840005723
Desloge,Missouri,St. Francois,37.8751,-90.5191,1840007552
Dellwood,Missouri,St. Louis,38.7564,-90.2766,1840007455
Spring Lake Heights,New Jersey,Monmouth,40.1521,-74.043,1840001367
Lexington,Ohio,Richland,40.68,-82.5793,1840011882
St. Augustine South,Florida,St. Johns,29.8449,-81.3156,1840029110
Abbeville,South Carolina,Abbeville,34.1787,-82.3774,1840013618
Penns Grove,New Jersey,Salem,39.7275,-75.4691,1840001530
Flora,Illinois,Clay,38.6688,-88.4758,1840008579
Albertson,New York,Nassau,40.7715,-73.6482,1840005227
Carthage,Mississippi,Leake,32.7431,-89.5337,1840014870
James City,North Carolina,Craven,35.0592,-77.02,1840013471
Silverton,Ohio,Hamilton,39.1884,-84.401,1840001614
Chatsworth,Georgia,Murray,34.7808,-84.7835,1840014648
Spry,Pennsylvania,York,39.9125,-76.6864,1840005508
Green Tree,Pennsylvania,Allegheny,40.417,-80.0544,1840001235
Chittenango,New York,Madison,43.0462,-75.8748,1840004361
Pupukea,Hawaii,Honolulu,21.6511,-158.0437,1840029586
June Park,Florida,Brevard,28.072,-80.6876,1840014074
Utqiagvik,Alaska,North Slope,71.2727,-156.7575,1840023481
Santa Isabel,Puerto Rico,Santa Isabel,17.9691,-66.4051,1630023545
Pearl Beach,Michigan,St. Clair,42.6295,-82.5834,1840006575
North Alamo,Texas,Hidalgo,26.216,-98.1264,1840019728
Carolina Shores,North Carolina,Brunswick,33.9077,-78.574,1840015581
Columbia,Kentucky,Adair,37.1036,-85.3073,1840014384
Coopersville,Michigan,Ottawa,43.0658,-85.9341,1840002993
Hendron,Kentucky,McCracken,37.035,-88.6427,1840013262
Beecher,Illinois,Will,41.35,-87.6172,1840011481
Luray,Virginia,Page,38.665,-78.4546,1840006141
South Brooksville,Florida,Hernando,28.5243,-82.4159,1840029077
Holbrook,Arizona,Navajo,34.9044,-110.1672,1840020334
South Bound Brook,New Jersey,Somerset,40.5535,-74.5277,1840001057
King George,Virginia,King George,38.2807,-77.1896,1840026758
Palos Park,Illinois,Cook,41.6679,-87.8891,1840011312
Glendive,Montana,Dawson,47.1101,-104.707,1840019824
Wauna,Washington,Pierce,47.386,-122.6695,1840023842
Indian Wells,California,Riverside,33.7036,-116.3396,1840019303
Pilot Point,Texas,Denton,33.3949,-96.9497,1840020643
South Bay,Florida,Palm Beach,26.677,-80.7265,1840015992
Venersborg,Washington,Clark,45.786,-122.4721,1840018521
Okauchee Lake,Wisconsin,Waukesha,43.1256,-88.4385,1840004353
Point Pleasant Beach,New Jersey,Ocean,40.0928,-74.0459,1840001486
Midway,North Carolina,Davidson,35.9751,-80.2204,1840022708
Seven Lakes,North Carolina,Moore,35.2647,-79.5865,1840013443
Prairie Heights,Washington,Pierce,47.1529,-122.1048,1840042027
Cochran,Georgia,Bleckley,32.3875,-83.3523,1840014890
Telford,Pennsylvania,Bucks,40.3259,-75.3274,1840035222
Clinton,Indiana,Vermillion,39.6608,-87.4045,1840007263
Cornelia,Georgia,Habersham,34.517,-83.5311,1840014661
Ashland,Missouri,Boone,38.7927,-92.2479,1840007393
Fountain Hill,Pennsylvania,Lehigh,40.6029,-75.3961,1840001049
Littlestown,Pennsylvania,Adams,39.7452,-77.0892,1840000684
Flourtown,Pennsylvania,Montgomery,40.1039,-75.2069,1840034968
Reedurban,Ohio,Stark,40.7979,-81.4358,1840093417
Bret Harte,California,Stanislaus,37.6021,-121.0045,1840036997
Mount Pleasant,Tennessee,Maury,35.5483,-87.1872,1840014519
Forest Hills,Tennessee,Davidson,36.0652,-86.8403,1840013344
Wolf Lake,Michigan,Muskegon,43.2451,-86.1074,1840006865
Cheboygan,Michigan,Cheboygan,45.641,-84.4687,1840002047
Stafford Springs,Connecticut,Capitol,41.9595,-72.3105,1840003275
Penn Yan,New York,Yates,42.6609,-77.0535,1840004503
Carrizo Springs,Texas,Dimmit,28.5267,-99.8589,1840019702
Ogallala,Nebraska,Keith,41.1292,-101.7211,1840008250
Ahoskie,North Carolina,Hertford,36.2842,-76.9902,1840015277
Riva,Maryland,Anne Arundel,38.9448,-76.5876,1840005915
Manitou Springs,Colorado,El Paso,38.8575,-104.9127,1840020237
Ottawa Hills,Ohio,Lucas,41.6682,-83.6433,1840000571
Westlake,Louisiana,Calcasieu,30.2606,-93.2638,1840015928
Platte City,Missouri,Platte,39.3574,-94.7651,1840009591
Flower Hill,New York,Nassau,40.8075,-73.6755,1840005287
Kingsville,Maryland,Baltimore,39.4496,-76.4205,1840005693
Timber Pines,Florida,Hernando,28.469,-82.5999,1840029088
Lonsdale,Minnesota,Rice,44.4778,-93.4225,1840008969
Worland,Wyoming,Washakie,44.0025,-107.9544,1840021266
Brookridge,Florida,Hernando,28.5483,-82.4897,1840029022
Windom,Minnesota,Cottonwood,43.8736,-95.1201,1840010032
Searingtown,New York,Nassau,40.7705,-73.6603,1840033957
Elk Ridge,Utah,Utah,40.0099,-111.6775,1840020166
Northvale,New Jersey,Bergen,41.0101,-73.9505,1840000910
Oak Park Heights,Minnesota,Washington,45.0324,-92.8098,1840007812
Winnsboro,Louisiana,Franklin,32.165,-91.721,1840015814
Higginsville,Missouri,Lafayette,39.0652,-93.727,1840007389
Benton,Kentucky,Marshall,36.8479,-88.3602,1840013275
DeWitt,Michigan,Clinton,42.8364,-84.575,1840003077
Calcutta,Ohio,Columbiana,40.684,-80.5621,1840005224
San Carlos,Arizona,Gila,33.35,-110.4654,1840019263
St. Clair,Missouri,Franklin,38.348,-90.9933,1840009645
Crystal Springs,Mississippi,Copiah,31.9903,-90.354,1840014932
Richwood,Texas,Brazoria,29.0723,-95.4046,1840020976
Mount Orab,Ohio,Brown,39.0293,-83.9267,1840012724
Grantley,Pennsylvania,York,39.9386,-76.7297,1840035424
Humboldt,Iowa,Humboldt,42.7229,-94.2241,1840000400
Lakeview,Georgia,Catoosa,34.9777,-85.2539,1840013553
North Kansas City,Missouri,Clay,39.1396,-94.5641,1840008498
Midland,North Carolina,Cabarrus,35.245,-80.5212,1840016362
Whitehouse,Ohio,Lucas,41.5215,-83.7958,1840011480
Combee Settlement,Florida,Polk,28.0597,-81.9051,1840029027
Warm Mineral Springs,Florida,Sarasota,27.0472,-82.2702,1840014183
Nellis AFB,Nevada,Clark,36.2466,-115.0571,1840074502
Cedar Knolls,New Jersey,Morris,40.8199,-74.4551,1840033242
Christiana,Tennessee,Rutherford,35.7193,-86.4129,1840036020
Piedmont,Alabama,Calhoun,33.9269,-85.6149,1840014781
Nassau Village-Ratliff,Florida,Nassau,30.5108,-81.8089,1840073870
Watertown,Minnesota,Carver,44.9604,-93.8431,1840010009
Sugarcreek,Pennsylvania,Venango,41.438,-79.8183,1840003430
Whitfield,Florida,Manatee,27.4116,-82.5659,1840134894
West Milton,Ohio,Miami,39.9585,-84.3261,1840012379
St. James,Minnesota,Watonwan,43.9833,-94.6249,1840008994
Arnold,Pennsylvania,Westmoreland,40.5788,-79.7655,1840003624
South Hill,Virginia,Mecklenburg,36.7254,-78.1287,1840006541
Bridgeville,Pennsylvania,Allegheny,40.3578,-80.1061,1840001213
Sawgrass,Florida,St. Johns,30.19,-81.3704,1840029073
Jeanerette,Louisiana,Iberia,29.9157,-91.6758,1840015054
Chisholm,Minnesota,St. Louis,47.4877,-92.8786,1840006588
Dansville,New York,Livingston,42.5625,-77.6968,1840004430
Vail,Colorado,Eagle,39.6385,-106.3613,1840022434
Mather,California,Sacramento,38.5488,-121.2831,1840075962
Centreville,Maryland,Queen Anne's,39.042,-76.063,1840005899
Santa Ynez,California,Santa Barbara,34.6168,-120.0948,1840019184
Stock Island,Florida,Monroe,24.5658,-81.7351,1840029082
Butler Beach,Florida,St. Johns,29.798,-81.2653,1840029025
Edwardsville,Kansas,Wyandotte,39.0765,-94.8166,1840001625
Whiteville,North Carolina,Columbus,34.3306,-78.7014,1840015570
Crystal City,Missouri,Jefferson,38.2227,-90.3813,1840007505
Crossett,Arkansas,Ashley,33.128,-91.9631,1840014838
Le Claire,Iowa,Scott,41.5963,-90.3686,1840008186
Brisbane,California,San Mateo,37.6902,-122.4021,1840028147
Miami Heights,Ohio,Hamilton,39.1676,-84.7152,1840034233
Lake Pocotopaug,Connecticut,Lower Connecticut River Valley,41.596,-72.51,1840028596
Osage Beach,Missouri,Camden,38.1353,-92.6478,1840009754
Longbranch,Washington,Pierce,47.2257,-122.7739,1840023835
Madison,Georgia,Morgan,33.5793,-83.4758,1840015676
Leonardtown,Maryland,St. Mary's,38.3039,-76.6395,1840006232
Montoursville,Pennsylvania,Lycoming,41.2472,-76.9184,1840000632
Woodmore,Maryland,Prince George's,38.9222,-76.781,1840005969
Morgan's Point Resort,Texas,Bell,31.1519,-97.4587,1840037019
Jenkintown,Pennsylvania,Montgomery,40.0962,-75.1296,1840003702
Rock Hill,Missouri,St. Louis,38.6091,-90.3673,1840009770
Fabens,Texas,El Paso,31.5136,-106.1521,1840018152
Montgomery,Georgia,Chatham,31.9438,-81.1081,1840013838
Naguabo,Puerto Rico,Naguabo,18.2117,-65.737,1630035528
Country Lake Estates,New Jersey,Burlington,39.9486,-74.5409,1840005518
East Palestine,Ohio,Columbiana,40.8392,-80.5467,1840008292
Lakewood,Illinois,McHenry,42.2279,-88.3931,1840011131
Grayson,Georgia,Gwinnett,33.8904,-83.9576,1840013676
Lemoyne,Pennsylvania,Cumberland,40.2442,-76.8991,1840001387
Ocean Bluff-Brant Rock,Massachusetts,Plymouth,42.1006,-70.6626,1840073527
Childersburg,Alabama,Talladega,33.2962,-86.3456,1840014813
Moses Lake North,Washington,Grant,47.1949,-119.3178,1840074436
Elberton,Georgia,Elbert,34.1063,-82.8705,1840013651
West Elmira,New York,Chemung,42.0879,-76.8472,1840004687
Swartz,Louisiana,Ouachita,32.5809,-91.9869,1840013812
Oak Hill,Tennessee,Davidson,36.0735,-86.7856,1840014464
Whiteville,Tennessee,Hardeman,35.318,-89.1498,1840016388
Valdese,North Carolina,Burke,35.7566,-81.5634,1840016234
East Troy,Wisconsin,Walworth,42.7846,-88.3973,1840002484
Avalon,Pennsylvania,Allegheny,40.5011,-80.068,1840001200
Meadows Place,Texas,Fort Bend,29.6513,-95.5874,1840020949
Mount Plymouth,Florida,Lake,28.8024,-81.5351,1840014049
Garwood,New Jersey,Union,40.6513,-74.3231,1840003615
Fort Pierce South,Florida,St. Lucie,27.4098,-80.3539,1840073835
Lillington,North Carolina,Harnett,35.4001,-78.8138,1840016326
Palmetto,Georgia,Fulton,33.531,-84.6678,1840014740
Blanchester,Ohio,Clinton,39.2934,-83.9795,1840012618
Crooked River Ranch,Oregon,Jefferson,44.4242,-121.2757,1840141645
Berwick,Louisiana,St. Mary,29.7013,-91.2377,1840015942
Monticello,Louisiana,East Baton Rouge,30.4881,-91.0448,1840031106
Tuscola,Illinois,Douglas,39.7968,-88.2749,1840010587
Salem,Missouri,Dent,37.6399,-91.5345,1840009878
Grafton,West Virginia,Taylor,39.3409,-80.0162,1840005779
Haleiwa,Hawaii,Honolulu,21.5965,-158.1003,1840029474
Hurstbourne,Kentucky,Jefferson,38.2379,-85.5891,1840014308
Berryville,Virginia,Clarke,39.1504,-77.9825,1840005892
Lake Worth,Texas,Tarrant,32.813,-97.4306,1840020705
Aurora,Nebraska,Hamilton,40.8645,-98.0078,1840007144
Dilworth,Minnesota,Clay,46.8795,-96.6985,1840006637
Paradise Hills,New Mexico,Bernalillo,35.1981,-106.7023,1840024971
Bremen,Indiana,Marshall,41.4484,-86.1505,1840009300
Añasco,Puerto Rico,Añasco,18.2861,-67.1409,1630023590
Adjuntas,Puerto Rico,Adjuntas,18.1638,-66.7235,1630035603
Springhill,Louisiana,Webster,33.0019,-93.4613,1840015771
Granite Falls,Washington,Snohomish,48.0874,-121.9706,1840019787
Fairfield,Illinois,Wayne,38.3798,-88.3723,1840008641
Gifford,Florida,Indian River,27.6756,-80.4252,1840014160
Silverthorne,Colorado,Summit,39.6562,-106.0869,1840022436
Pacheco,California,Contra Costa,37.9878,-122.07,1840018898
Nikiski,Alaska,Kenai Peninsula,60.7152,-151.2317,1840023615
Grant-Valkaria,Florida,Brevard,27.9322,-80.5655,1840017235
Jackson,Alabama,Clarke,31.5318,-87.8915,1840014935
Mansfield,Louisiana,De Soto,32.0355,-93.7004,1840015821
Boalsburg,Pennsylvania,Centre,40.7783,-77.7734,1840005154
Montebello,New York,Rockland,41.1317,-74.1135,1840004978
Mount Ephraim,New Jersey,Camden,39.8805,-75.0918,1840003772
Florence,Mississippi,Rankin,32.1557,-90.1225,1840016982
West Pittston,Pennsylvania,Luzerne,41.3296,-75.8,1840000774
Copperopolis,California,Calaveras,37.9488,-120.6352,1840017589
Clarkdale,Arizona,Yavapai,34.7501,-112.0555,1840022754
Negaunee,Michigan,Marquette,46.497,-87.5968,1840003921
Forsyth,Georgia,Monroe,33.0352,-83.939,1840013784
Los Chaves,New Mexico,Valencia,34.7334,-106.7611,1840017903
Columbiana,Alabama,Shelby,33.193,-86.6114,1840006158
Pittsboro,North Carolina,Chatham,35.7255,-79.1713,1840016259
Buckhead,Georgia,Bryan,31.8613,-81.2623,1840153105
Rogersville,Tennessee,Hawkins,36.4081,-83.0043,1840017699
Buckingham,Florida,Lee,26.6613,-81.7402,1840014216
American Falls,Idaho,Power,42.7828,-112.8541,1840018666
Clarcona,Florida,Orange,28.6268,-81.4979,1840025145
Olympia Fields,Illinois,Cook,41.517,-87.6924,1840011308
Lorane,Pennsylvania,Berks,40.2921,-75.8486,1840035070
Watseka,Illinois,Iroquois,40.7752,-87.7304,1840010336
Ashville,Ohio,Pickaway,39.7238,-82.9575,1840012552
Boiling Springs,North Carolina,Cleveland,35.2522,-81.6636,1840015425
Buhl,Idaho,Twin Falls,42.5984,-114.7596,1840018679
Oconto,Wisconsin,Oconto,44.8923,-87.8715,1840001575
Michigan Center,Michigan,Jackson,42.2268,-84.323,1840004652
Blue Point,New York,Suffolk,40.7519,-73.0353,1840005019
Panther Valley,New Jersey,Warren,40.9078,-74.8412,1840039942
Weaverville,North Carolina,Buncombe,35.6963,-82.5585,1840016284
Erwin,North Carolina,Harnett,35.3226,-78.6733,1840016328
Barnwell,South Carolina,Barnwell,33.2419,-81.3659,1840013763
Centralia,Missouri,Boone,39.2105,-92.1342,1840007392
Lake Montezuma,Arizona,Yavapai,34.6414,-111.796,1840017849
Blackwood,New Jersey,Camden,39.7982,-75.0629,1840005560
La Joya,Texas,Hidalgo,26.2518,-98.4699,1840021032
Beaufort,North Carolina,Carteret,34.73,-76.6493,1840015496
Kalaheo,Hawaii,Kauai,21.9159,-159.5236,1840029492
Wood Village,Oregon,Multnomah,45.5358,-122.4205,1840021210
Lindale,Georgia,Floyd,34.1884,-85.1808,1840013604
Mount Carmel,Ohio,Clermont,39.0978,-84.2995,1840034326
Randleman,North Carolina,Randolph,35.8165,-79.8066,1840014512
Folkston,Georgia,Charlton,30.8392,-82.0073,1840013903
Hollister,Missouri,Taney,36.6057,-93.2339,1840007660
Neptune City,New Jersey,Monmouth,40.2005,-74.0333,1840003677
Deer Park,Washington,Spokane,47.9642,-117.4398,1840018400
Cornwall,Pennsylvania,Lebanon,40.2659,-76.4077,1840001345
Lexington,Missouri,Lafayette,39.1798,-93.8694,1840008528
Belfair,Washington,Mason,47.4495,-122.8487,1840025252
Noyack,New York,Suffolk,40.9826,-72.335,1840005062
South Tucson,Arizona,Pima,32.1955,-110.9692,1840022100
South Greeley,Wyoming,Laramie,41.0929,-104.8066,1840038443
Butler,Missouri,Bates,38.2598,-94.3394,1840007510
Ellisville,Mississippi,Jones,31.5969,-89.2091,1840013856
New Boston,Texas,Bowie,33.4612,-94.4183,1840020613
Sauk Centre,Minnesota,Stearns,45.736,-94.9523,1840008887
Waimanalo Beach,Hawaii,Honolulu,21.3288,-157.6974,1840029559
Pinardville,New Hampshire,Hillsborough,43.001,-71.5171,1840002991
Big Pine Key,Florida,Monroe,24.6893,-81.3676,1840014251
St. James,Maryland,Washington,39.5738,-77.7482,1840005611
Beavercreek,Oregon,Clackamas,45.2756,-122.5136,1840034713
Wapato,Washington,Yakima,46.4437,-120.4215,1840021153
Coopertown,Tennessee,Robertson,36.4142,-86.9658,1840016013
Highlands,New Jersey,Monmouth,40.4036,-73.9898,1840003688
East Petersburg,Pennsylvania,Lancaster,40.1006,-76.3511,1840003715
Glen Head,New York,Nassau,40.8449,-73.618,1840005259
Holts Summit,Missouri,Callaway,38.6472,-92.1142,1840007417
Moon Lake,Florida,Pasco,28.2993,-82.605,1840039008
Creve Coeur,Illinois,Tazewell,40.6426,-89.5981,1840011987
Little Falls,New York,Herkimer,43.0452,-74.8566,1840000333
East Porterville,California,Tulare,36.0581,-118.9749,1840017691
Greenacres,California,Kern,35.3831,-119.1184,1840026940
Charleston,Missouri,Mississippi,36.9179,-89.3343,1840007648
Camanche,Iowa,Clinton,41.7923,-90.277,1840007039
Lake Tansi,Tennessee,Cumberland,35.8701,-85.0614,1840013375
Mullica Hill,New Jersey,Gloucester,39.727,-75.2194,1840016703
Heron Bay,Georgia,Henry,33.3393,-84.1922,1840039167
Floyds Knobs,Indiana,Floyd,38.3245,-85.8736,1840054719
Shannon Hills,Arkansas,Saline,34.6157,-92.4217,1840015541
Cortland,Illinois,DeKalb,41.9255,-88.6794,1840009189
Ranlo,North Carolina,Gaston,35.2889,-81.1294,1840017864
Whiting,Indiana,Lake,41.6731,-87.4842,1840010227
Newton Falls,Ohio,Trumbull,41.1889,-80.9711,1840008240
Clintonville,Wisconsin,Waupaca,44.6222,-88.7513,1840002358
Ada,Ohio,Hardin,40.7681,-83.8251,1840010371
Post,Texas,Garza,33.191,-101.3814,1840020667
Waynesboro,Mississippi,Wayne,31.6774,-88.6353,1840015853
Mount Vernon,Iowa,Linn,41.9232,-91.4243,1840008100
Glendale,Colorado,Arapahoe,39.7036,-104.9352,1840028450
Sellersville,Pennsylvania,Bucks,40.36,-75.3083,1840001313
Moxee,Washington,Yakima,46.564,-120.3966,1840037381
Raeford,North Carolina,Hoke,34.9809,-79.2291,1840014612
Nowthen,Minnesota,Anoka,45.3421,-93.4495,1840022338
Chester,Maryland,Queen Anne's,38.9677,-76.2824,1840005894
Thiells,New York,Rockland,41.2068,-74.0121,1840004970
West Reading,Pennsylvania,Berks,40.3337,-75.947,1840001194
Donora,Pennsylvania,Washington,40.1789,-79.8625,1840003650
Mountain Lakes,New Jersey,Morris,40.8907,-74.4406,1840003578
Jim Thorpe,Pennsylvania,Carbon,40.8712,-75.7433,1840000931
Horseshoe Bay,Texas,Llano,30.5403,-98.3804,1840020869
Maeser,Utah,Uintah,40.4718,-109.5786,1840017501
Fremont,Michigan,Newaygo,43.4633,-85.9537,1840002680
Mount Vernon,Missouri,Lawrence,37.105,-93.819,1840008780
Holly Ridge,North Carolina,Onslow,34.4953,-77.527,1840016531
Diboll,Texas,Angelina,31.1873,-94.7833,1840019549
Evansdale,Iowa,Black Hawk,42.4635,-92.2766,1840000441
Paxtonia,Pennsylvania,Dauphin,40.3166,-76.7884,1840005399
Hearne,Texas,Robertson,30.877,-96.5956,1840020850
Royal Pines,North Carolina,Buncombe,35.4783,-82.5038,1840013412
Canastota,New York,Madison,43.0836,-75.7559,1840004359
Hummelstown,Pennsylvania,Dauphin,40.2657,-76.7126,1840001290
Lake Panasoffkee,Florida,Sumter,28.785,-82.1258,1840014066
Potosi,Texas,Taylor,32.3404,-99.6789,1840019475
Hartwell,Georgia,Hart,34.3496,-82.9289,1840013614
California,Missouri,Moniteau,38.6303,-92.567,1840007435
Guerneville,California,Sonoma,38.5137,-122.9894,1840017578
Rockford,Minnesota,Wright,45.092,-93.7453,1840008900
Prospect,Kentucky,Jefferson,38.3471,-85.6103,1840014301
Heritage Village,Connecticut,Naugatuck Valley,41.4855,-73.2349,1840028598
Dardanelle,Arkansas,Yell,35.2263,-93.1649,1840014607
Buffalo,Wyoming,Johnson,44.3427,-106.7139,1840018615
Seat Pleasant,Maryland,Prince George's,38.8952,-76.9016,1840005979
Suquamish,Washington,Kitsap,47.7238,-122.583,1840018411
Wellington,Ohio,Lorain,41.1613,-82.2255,1840011595
Bethel Manor,Virginia,York,37.0972,-76.4243,1840043173
Fulton,Mississippi,Itawamba,34.2616,-88.4021,1840013619
Madisonville,Texas,Madison,30.9538,-95.9091,1840020861
Hancock,Michigan,Houghton,47.1367,-88.5979,1840003920
Cross Mountain,Texas,Bexar,29.6559,-98.658,1840018268
West Wendover,Nevada,Elko,40.7407,-114.0783,1840021336
Jessup,Pennsylvania,Lackawanna,41.4622,-75.5478,1840003383
Phoenix Lake,California,Tuolumne,38.0076,-120.309,1840026756
Stone Park,Illinois,Cook,41.9033,-87.8805,1840011327
Menands,New York,Albany,42.691,-73.7271,1840004491
Hawaiian Beaches,Hawaii,Hawaii,19.5447,-154.9288,1840029580
Rio Bravo,Texas,Webb,27.3648,-99.482,1840021001
Fox River Grove,Illinois,McHenry,42.1955,-88.2147,1840011135
Buena,New Jersey,Atlantic,39.5282,-74.9448,1840001534
Landing,New Jersey,Morris,40.9078,-74.6593,1840033323
Josephine,Texas,Collin,33.0617,-96.3187,1840019399
Rogersville,Missouri,Greene,37.1148,-93.0742,1840009897
Hallsville,Texas,Harrison,32.5021,-94.57,1840020738
Dexter,Michigan,Washtenaw,42.3319,-83.8803,1840011193
Lexington,Washington,Cowlitz,46.1899,-122.9125,1840037677
Mountain Grove,Missouri,Wright,37.1341,-92.266,1840008744
Taylor Creek,Florida,Okeechobee,27.2173,-80.7925,1840029086
Hokes Bluff,Alabama,Etowah,33.9902,-85.8639,1840014733
Farmville,North Carolina,Pitt,35.5951,-77.5907,1840016275
Mosinee,Wisconsin,Marathon,44.7874,-89.6839,1840002171
McGuire AFB,New Jersey,Burlington,40.0285,-74.5883,1840073621
China Grove,North Carolina,Rowan,35.572,-80.5791,1840016264
Eldon,Missouri,Miller,38.3511,-92.5766,1840008659
Jasper,Florida,Hamilton,30.5061,-82.954,1840015028
Piney,Arkansas,Garland,34.5024,-93.142,1840013589
Oak Grove,Tennessee,Washington,36.4222,-82.4293,1840013335
Narberth,Pennsylvania,Montgomery,40.0077,-75.2634,1840003704
Mabank,Texas,Kaufman,32.3685,-96.1138,1840023034
Westwood,Kentucky,Boyd,38.4806,-82.6798,1840142797
Edenton,North Carolina,Chowan,36.0579,-76.6008,1840016103
Beattystown,New Jersey,Warren,40.8222,-74.8502,1840005192
New Lexington,Ohio,Perry,39.716,-82.208,1840012483
Millis-Clicquot,Massachusetts,Norfolk,42.1648,-71.3544,1840073515
Ridge Manor,Florida,Hernando,28.4988,-82.1832,1840014111
Wolverine Lake,Michigan,Oakland,42.555,-83.4883,1840011061
Springdale,Maryland,Prince George's,38.9363,-76.8442,1840031487
Haughton,Louisiana,Bossier,32.5277,-93.5041,1840015770
Perry,Oklahoma,Noble,36.2837,-97.3094,1840020371
Viroqua,Wisconsin,Vernon,43.5603,-90.8858,1840002688
Smith Mills,Massachusetts,Bristol,41.6432,-70.9922,1840004736
Broadmoor,California,San Mateo,37.6916,-122.4814,1840017623
Crestline,Ohio,Crawford,40.7836,-82.7458,1840007171
Brewerton,New York,Onondaga,43.2345,-76.141,1840004312
